Home,Level,BOM Line,Item Description,Quantity,Item Type,QTY., UNIT PRICE , totPRICE , subtotal , PO , VENDOR ,Rule configured by,Item Rev Status,Find No.,Make/Buy,Unit Of Measure,Reference Designator,All Notes,VOC - Variant Occ. Config'd,HCVD - Has Classic Variant Data,Variant Conditions,EOC - Effective Occ. Config'd,Occurrence Effectivity ID,Item Revision Checked-Out,Has Active Markup,PDLC,DOCINT,DOCPDLC
1490,10,GE_151X1202YE04PP01/A x 1,MOLDED 4 IN DIN COVER S-CARD,1,GEBOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1491,10,GE_IS210DPWAG1AA/A x 1,CARD ASSEM. DPWA RAI,1,GEBOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
1492,10,GE_N722MP13010B/A x 3,#6 X 5/8 TFS,3,GEBOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,,Y,False,,True,,,False,,,
1493,10,GE_IS200SSCAH2A/A x 1,"SIMPLEX SERIAL COMMUNICATION PLUG BOX TYPE TB, 1 PAC",1,GEBOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,,Y,False,,True,,,False,,,
1494,10,GE_N722MP13010B/A x 2,#6 X 5/8 TFS,2,GEBOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,,Y,False,,True,,,False,,,
1495,10,GE_IS220PSCAH1B/A x 1,SERIAL COMMUNICATION,1,GEBOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,,Y,False,,True,,,False,,,
1496,10,GE_151X1202YE03SA04/A x 1,"4""DIN RAIL S-CARD BASE ASSY",1,GEBOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,70,,EACH,,,Y,False,,True,,,False,,,
1497,10,GE_N722LP16008B22/A x 1,#10 X 1/2 TFS. SCREWS FOR MOUNTING TCAS (3 PER CARD),1,GEBOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,80,,EACH,,,Y,False,,True,,,False,,,
1498,8,BOM_SMO0398805/000 x 1,HMI FARM OUT (PLC),1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,,Y,False,,True,,,False,,,
1499,9,BOM_RPO5260023/000 x 1,STANDARD FRONT DOOR PANEL PC HMI WIDESCREEN NEMA12 WIN10 24VDC,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,"PositionNo,RefDesgComment",Y,False,,True,,,False,,,
1500,9,BOM_RQO5023525/000 x 1,STAMPANTE,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,RefDesgComment: S801P0019_0506053..1.000000,Y,False,,True,,,False,,,
1501,9,BOM_RQO155780002/000 x 1,LOCAL NETWORK SWITCHES,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,RefDesgComment: S801S0019_0506053..1.000000,Y,False,,True,,,False,,,
1502,8,BOM_SMO0398804/000 x 1,MACHINE MONITORING FARM OUT,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,,Y,False,,True,,,False,,,
1503,9,BOM_SSO2493401/000 x 1,ADDITIONAL COMPONENTS,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: S801D0550_0506053..1.000000,Y,False,,True,,,False,,,
1504,10,BOM_RJO055051310C/000 x 1,TACHOMETER,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1505,10,BOM_RJO055021130C/000 x 1,KEYPHASOR MODULE,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
1506,10,BOM_RJO054964130C/000 x 1,COMMUNICATION GATEWAY,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,,Y,False,,True,,,False,,,
1507,9,BOM_RJO05578/004 x 1,CONFIG. SW AND MANUAL,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,RefDesgComment: S801D0554_0506053..1.000000,Y,False,,True,,,False,,,
1508,9,BOM_RJO0750820/000 x 1,MONITORING SYSTEM,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,RefDesgComment: S801D0556_0506053..1.000000,Y,False,,True,,,False,,,
1509,7,BOM_SMO0398803/000 x 1,LIGHT ASSEMBLY (SIGNAL),1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
1510,8,BOM_SMO0559861/004 x 1,INTRINSIC SAFETY BARRIERS,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: S801A7042_0506053..1.000000,Y,False,,True,,,False,,,
1511,9,BOM_RBO02305/000 x 36,"GALVANIC ISOLATOR,  ""KC"" SERIES P&F, KCD2-STC-Ex1",36,BOM,36,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,PositionNo: 10,Y,False,,True,,,False,,,
1512,9,BOM_RBO15295/001 x 6,"P&F, Switch Amplifier, KFD2-SR2-EX1.W",6,BOM,6,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,PositionNo: 20,Y,False,,True,,,False,,,
1513,9,BOM_RBO02313/000 x 33,"P&F, GALVANIC ISOLATOR, KCD0-SD-EX1.1245",33,BOM,33,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,PositionNo: 30,Y,False,,True,,,False,,,
1514,9,BOM_RQO5037062/000 x 2,P&F GALVANIC BARRIER KFD2 -SCD2 -EX1.LK,2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,PositionNo: 40,Y,False,,True,,,False,,,
1515,9,BOM_RQO5035888/000 x 2,KFD2-EB2.R4A.B,2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,70,,EACH,,PositionNo: 50,Y,False,,True,,,False,,,
1516,9,BOM_RBO02308/000 x 3,"GALVANIC ISOLATOR  ""KC"" SERIES PEPPERL&FUCHS",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,90,,EACH,,PositionNo: 70,Y,False,,True,,,False,,,
1517,9,BOM_RQO5037088/000 x 9,"P&F, TERMINAL BLOCK, KC-ST-5GN",9,BOM,9,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,100,,EACH,,PositionNo: 80,Y,False,,True,,,False,,,
1518,9,BOM_RQO18741/000 x 2,"SIL 2 TEMPERATURE SIGNAL CONVERTER, MULTIFUNCTION, DIN-RAIL AND TERMINATION BOARD, D5072S",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,110,,EACH,,PositionNo: 90,Y,False,,True,,,False,,,
1519,9,BOM_RQO5037271/000 x 6,"PEPPERL+FUCHS, SOLENOID DRIVER, KFD2-SL2-EX1.LK",6,BOM,6,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,120,,EACH,,,Y,False,,True,,,False,,,
1520,8,BOM_SMO0559863/003 x 1,OTHER ADAPTIVE DEVICES,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,RefDesgComment: S801E7042_0506053..1.000000,Y,False,,True,,,False,,,
1521,9,BOM_RQO15939/000 x 3,"PILZ, PNOZ S4 RELAYS, 750 104, W/ SCREW TERMINALS, 24VDC",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1522,9,BOM_RQO503749001/000 x 7,"FINDER, VENTILATION CONTROL, 7T.81.0.000.2303",7,BOM,7,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
1523,9,BOM_RQO503749100/000 x 14,"FINDER, HEATING CONTROL, 7T.81.0.000.2401",14,BOM,14,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,,Y,False,,True,,,False,,,
1524,9,BOM_RQO195240010/000 x 1,"EATON, INSULATION MONITOR RELAY, EMR6-R250-A-1",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,,Y,False,,True,,,False,,,
1525,9,BOM_RQO15927/000 x 49,"PHOENIX  PSR SERIES, PSR-SCP- 24DC/FSP/1X1/1X2",49,BOM,49,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,,Y,False,,True,,,False,,,
1526,8,BOM_SMO0559864/005 x 1,SPECIAL CABLE,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,RefDesgComment: S801F7042_0506053..1.000000,Y,False,,True,,,False,,,
1527,9,BOM_RQO182332305C/000 x 50,"UL STRANDED COPPER WIRE, 16 AWG GREEN",50,BOM,50,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,M,,,Y,False,,True,,,False,,,
1528,9,BOM_RQO182332314C/000 x 50,"UL STRANDED COPPER WIRE, 16AWG GN/YE",50,BOM,50,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,70,,M,,,Y,False,,True,,,False,,,
1529,9,BOM_RQO182332411C/000 x 150,"SINGLE WIRE, PVC STR, 14AWG WHITE, UL",150,BOM,150,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,100,,M,,,Y,False,,True,,,False,,,
1530,9,BOM_RQO182332405C/000 x 150,"SINGLE WIRE, PVC STR, 14AWG GREEN, UL",150,BOM,150,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,110,,M,,,Y,False,,True,,,False,,,
1531,9,BOM_RQO182332705C/000 x 20,"STANDARD WIRE, PVC STR UL, 8 AWG, GREEN",20,BOM,20,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,180,,M,,,Y,False,,True,,,False,,,
1532,9,BOM_RQO503732325/000 x 30,"UL CERTIFIED WIRE, AWG 2 GREEN",30,BOM,30,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,190,,M,,,Y,False,,True,,,False,,,
1533,9,BOM_RQO503732326/000 x 30,"UL CERTIFIED WIRE, AWG 2 GREEN/YELLOW",30,BOM,30,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,200,,M,,,Y,False,,True,,,False,,,
1534,9,BOM_RQO182342010C/000 x 300,"BIPOLAR CABLE, 2X20 AWG BLACK/WHITE, JC:BLACK , UL AWM",300,BOM,300,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,210,,M,,,Y,False,,True,,,False,,,
1535,9,BOM_RQO182342060C/000 x 200,"TRIPOLAR CABLE, 3X20 AWG, CC: RED/BLACK/WHITE JC:RED/WHITE/BLACK, UL AWM",200,BOM,200,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,220,,M,,,Y,False,,True,,,False,,,
1536,9,BOM_RQO182332302C/000 x 50,"SINGLE WIRE, PVC STR, 16AWG DARK-BLUE, UL",50,BOM,50,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,240,,M,,,Y,False,,True,,,False,,,
1537,9,BOM_RQO182332308C/000 x 650,"SINGLE WIRE, PVC STR, 16AWG RED, UL",650,BOM,650,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,250,,M,,,Y,False,,True,,,False,,,
1538,9,BOM_RQO182332309C/000 x 500,"SINGLE WIRE, PVC STR, 16AWG BLACK, UL",500,BOM,500,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,260,,M,,,Y,False,,True,,,False,,,
1539,9,BOM_RQO182332311C/000 x 250,"SINGLE WIRE, PVC STR, 16AWG WHITE, UL",250,BOM,250,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,270,,M,,,Y,False,,True,,,False,,,
1540,9,BOM_RQO182332408C/000 x 100,"SINGLE WIRE, PVC STR, 14AWG RED, UL",100,BOM,100,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,280,,M,,,Y,False,,True,,,False,,,
1541,9,BOM_RQO182332409C/000 x 250,"SINGLE WIRE, PVC STR, 14AWG BLACK, UL",250,BOM,250,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,290,,M,,,Y,False,,True,,,False,,,
1542,9,BOM_RQO182332508C/000 x 50,"SINGLE WIRE, PVC STR, 12AWG RED, UL",50,BOM,50,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,300,,M,,,Y,False,,True,,,False,,,
1543,9,BOM_RQO182332509C/000 x 100,"SINGLE WIRE, PVC STR, 12AWG BLACK, UL",100,BOM,100,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,310,,M,,,Y,False,,True,,,False,,,
1544,9,BOM_RQO182332511C/000 x 50,"SINGLE WIRE, PVC STR, 12AWG WHITE, UL",50,BOM,50,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,320,,M,,,Y,False,,True,,,False,,,
1545,9,BOM_RQO182332708C/000 x 30,"SINGLE WIRE, PVC STR, 8AWG RED, UL",30,BOM,30,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,330,,M,,,Y,False,,True,,,False,,,
1546,9,BOM_RQO182332709C/000 x 30,"SINGLE WIRE, PVC STR, 8AWG BLACK, UL",30,BOM,30,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,340,,M,,,Y,False,,True,,,False,,,
1547,9,BOM_RQO182332711C/000 x 20,"SINGLE WIRE, PVC STR, 8AWG WHITE, UL",20,BOM,20,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,350,,M,,,Y,False,,True,,,False,,,
1548,9,BOM_RQO182332109C/000 x 1500,"SINGLE WIRE, PVC STR, 18AWG BLACK, UL",1500,BOM,1500,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,360,,M,,,Y,False,,True,,,False,,,
1549,9,BOM_RQO182332614C/000 x 20,"SINGLE WIRE, PVC STR, 10AWG GREEN/YELLOW, UL",20,BOM,20,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,380,,M,,PositionNo: .,Y,False,,True,,,False,,,
1550,9,BOM_RQO182332609C/000 x 10,"SINGLE WIRE, PVC STR, 10AWG BLACK, UL",10,BOM,10,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,390,,M,,,Y,False,,True,,,False,,,
1551,9,BOM_RQO182332611C/000 x 10,"UL STRANDED COPPER WIRE, 10 AWG WHITE",10,BOM,10,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,400,,M,,,Y,False,,True,,,False,,,
1552,9,BOM_RQO182332514C/000 x 13,"SINGLE WIRE, PVC STR, 12AWG GREEN/YELLOW, UL",13,BOM,13,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,410,,M,,,Y,False,,True,,,False,,,
1553,9,BOM_RQO182332614C/000 x 10,"SINGLE WIRE, PVC STR, 10AWG GREEN/YELLOW, UL",10,BOM,10,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,420,,M,,,Y,False,,True,,,False,,,
1554,8,BOM_SMO0559865/003 x 1,ADDITIONAL EQUIPMENTS (SIGNAL),1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,RefDesgComment: S801P7042_0506053..1.000000,Y,False,,True,,,False,,,
1555,9,BOM_RQO17025/001 x 3,"SIGNAL COUPLER, FL-PP-RJ45/RJ45-B",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1556,9,BOM_RQO180300020/000 x 150,"PHX, DISCONNECT COMPONENT TERMINAL, UT4 QUATTRO-TG BU",150,BOM,150,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
1557,7,BOM_SMO0398802/000 x 1,LIGHT ASSEMBLY (POWER SUPPLY),1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,,Y,False,,True,,,False,,,
1558,8,BOM_SMO0559866/002 x 1,PWR CONVERTER AND SUPPLY,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: S801D7043_0506053..1.000000,Y,False,,True,,,False,,,
1559,9,BOM_RQO16105/000 x 6,"PHOENIX, QUINT-PS/1AC/24DC/40",6,BOM,6,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1560,9,BOM_RQO16102/000 x 1,"PHOENIX, QUINT-PS/1AC/24DC/5",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
1561,9,BOM_RQO16104/000 x 4,"PHOENIX, QUINT PS/1AC/24DC/20",4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,,Y,False,,True,,,False,,,
1562,9,BOM_RQO168850000/000 x 4,"PHOENIX, ACCESSORY, ASSEMBLY ADAPTER, UWA 182/52, 2938235",4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,,Y,False,,True,,,False,,,
1563,9,BOM_RQO16115/000 x 1,"PHOENIX, QUINT-PS/24DC/24DC/10",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,,Y,False,,True,,,False,,,
1564,8,BOM_SMO0559867/000 x 1,PWR SPD. RFI FILTER,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,RefDesgComment: S801H7043_0506053..1.000000,Y,False,,True,,,False,,,
1565,9,BOM_RQO5036506/000 x 3,FN2030-30-08 FILTER,3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1566,8,BOM_SMO0559868/004 x 1,ENG-ADDITIONAL EQUIPMENTS POWER SUPPLY,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,RefDesgComment: S801P7043_0506053..1.000000,Y,False,,True,,,False,,,
1567,9,BOM_RQO503821400/000 x 3,"BURNDY, DUAL RATED UNIVERSAL TERMINAL, KA6U",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
1568,9,BOM_RQO503821401/000 x 3,"BURNDY, DUAL RATED UNIVERSAL TERMINAL, KA2U",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
1569,9,BOM_RQO503822401/000 x 1,"SERVICE SOCKET, 100-127 V",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,,Y,False,,True,,,False,,,
1570,9,BOM_RQO503829220/000 x 1,"SIEMENS, MOLDED CASE CIRCUIT BREAKER WITH TM210 15A, 3VA5195-4ED31-0AA0",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,,Y,False,,True,,,False,,,
1571,9,BOM_RQO503829710/000 x 6,"SIEMENS,BOX TERMINAL FOR 3VA51 (3PCS.), 3VA9133-0JA11",6,BOM,6,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,,Y,False,,True,,,False,,,
1572,9,BOM_RQO503829720/000 x 6,"SIEMENS,TERMINAL COVER FOR 3VA51 (SHORT), 3VA9131-0WD30",6,BOM,6,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,70,,EACH,,,Y,False,,True,,,False,,,
1573,9,BOM_RQO503829310/000 x 3,"SIEMENS, AUXILIARY SWITCH (1CO) FOR 3VA5/6, 3VA9978-0AA12",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,90,,EACH,,,Y,False,,True,,,False,,,
1574,9,BOM_RQO503821312/000 x 1,"ALLEN-BRADLEY, GFCI ACCESSORY, 1492-AMCDIN1",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,100,,EACH,,,Y,False,,True,,,False,,,
1575,9,BOM_RQO503821320/000 x 1,"ALLEN-BRADLEY, GROUND FAULT CIRCUIT INTERRUPTER, 1492-MCGAT115 SELF TEST CAPACIBILITYT",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,110,,EACH,,,Y,False,,True,,,False,,,
1576,9,BOM_RQO503826410/000 x 2,"SIEMENS, INSULATED BUS BAR, 2P LENGTH: 1016MM",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,120,,EACH,,,Y,False,,True,,,False,,,
1577,9,BOM_RQO503826503/000 x 12,"SIEMENS, ACCESSORY, END CAP",12,BOM,12,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,130,,EACH,,,Y,False,,True,,,False,,,
1578,9,BOM_RQO503826502/000 x 22,"SIEMENS, ACCESSORY, TERMINAL",22,BOM,22,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,140,,EACH,,,Y,False,,True,,,False,,,
1579,9,BOM_RQO503826100/000 x 32,"SIEMENS, AUX SWITCH, AS, 1NO 1NC",32,BOM,32,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,150,,EACH,,,Y,False,,True,,,False,,,
1580,9,BOM_RQO503825646/000 x 9,"SIEMENS, MCB, 2P C 4A",9,BOM,9,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,160,,EACH,,,Y,False,,True,,,False,,,
1581,9,BOM_RQO503825648/000 x 8,"SIEMENS, MCB, 2P C 6A",8,BOM,8,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,170,,EACH,,,Y,False,,True,,,False,,,
1582,9,BOM_RQO503825940/000 x 7,"SIEMENS, MCB, 2P C 10A",7,BOM,7,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,180,,EACH,,,Y,False,,True,,,False,,,
1583,9,BOM_RQO503820900/000 x 13,"COOPER BUSSMANN, FUSE HOLDER, CHCC1DIU, 1P W/ INDICATOR",13,BOM,13,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,200,,EACH,,,Y,False,,True,,,False,,,
1584,9,BOM_RQO503821015/000 x 3,"COOPER BUSSMANN, ACCESSORY FOR FUSE HOLDER, PWR1PLP",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,210,,EACH,,,Y,False,,True,,,False,,,
1585,9,BOM_RQO503821011/000 x 10,"COOPER BUSSMANN, ACCESSORY FOR FUSE HOLDER, ECAP1P",10,BOM,10,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,220,,EACH,,,Y,False,,True,,,False,,,
1586,9,BOM_RQO503821103/000 x 10,"COOPER BUSSMANN, FUSE, FNQ-R-1/2, 1/2A",10,BOM,10,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,240,,EACH,,,Y,False,,True,,,False,,,
